username,num_of_stars,review,time
TNTchance,5,[This review was collected as part of a promotion.] I bought this jacket for my 63 year old wife who still runs a 8 minute mile. This jacket is lightweight and repels water like no other. Fits perfectly for her runs in the rain. I would highly recommend it for all serious runners.,3 years ago
JasminePrasil,5,"[This review was collected as part of a promotion.] The XS jacket runs a little big on me personally as I'm petite and short. I bet if they had an XXS it'd fit perfect. Overall, the functionality is great, waterproof/keeps the rain out, serves as a great windbreaker, and definitely lightweight and easy to pack. I am happy about this purchase and will continue to use it on my hikes and in the city.",3 years ago
Dmc24,5,[This review was collected as part of a promotion.] Quality is excellent - color was true to picture and shipping was fast!,3 years ago
sally1350,5,"[This review was collected as part of a promotion.] I own 3 other Columbia jackets & my husband has 3, wouldn't purchase any other brand. This jacket is great! ! The only negative is the lack of an inside zippered pocket for a cell phone. Other than that quality , fit, color all live up to Columbia's reputation.",3 years ago
Grammy12,5,[This review was collected as part of a promotion.] Very nice jacket for the rainy weather and even nice on a spring or fall day. Lightweight but warm for cooler days. It can be easily folded up and put in a bag If weather changes. I got the Wild Iris and absolutely love the color.,3 years ago
Frappy63,5,"[This review was collected as part of a promotion.] Just a really beautiful jacket. I love the light fabric, the color wild iris is so nice.. this jacket is light but still warm enough for a northern Maine spring.",3 years ago
Peches,5,[This review was collected as part of a promotion.] The jacket is perfect for both rain and wind. Excellent for hiking. Quality at a good price. Recommended.,3 years ago
Nat66,5,"(This review was collected as part of a promotion.) good quality, great fit, fast delivery.",3 years ago
Ann2281571,5,"(This review was collected as part of a promotion.) Nice fit, waterproof , perfect for working in my garden!",3 years ago
patcakes,5,"[This review was collected as part of a promotion.] The Arcadia II Rain Jacket is lightweight and very comfortable. I found it to be a little bit larger in size, at least in the arms, compared to what their sizing chart says. I'm 5'4"" 133 lbs and ordered a medium and it fits perfect in the shoulders and the length of the jacket itself is nice. I have very small wrists and the arms are quite big on me. Other than that, I like this jacket very much. I haven't worn it in the pouring rain yet, only light drizzle and I have no complaints.",3 years ago
LeahFaith8,5,[This review was collected as part of a promotion.] I am a professional dog walker. I need good gear to get me through all elements. After several rain jackets bit the dust I went searching for one that is truly waterproof and light weight. This jacket is great and I highly recommend it. I am a size 10-12 with broad shoulders and farm girl arms and I ordered a Med and a Large. The med is great for short sleeve spring days and the large for layering.,3 years ago
JessK93,5,(This review was collected as part of a promotion.) Love the colour! It’s like a deep green/teal. Perfect jacket for spring. True to size,3 years ago
sv75,5,[This review was collected as part of a promotion.] No complaints! I love it!,3 years ago
imayxy,5,[This review was collected as part of a promotion.] I absolutely love the color of this jacket. The fit is a little big for me but I like to wear hoodies under and it’s fine! It’s thin and I think this will be my new hiking jacket.,3 years ago
KarenWu,5,[This review was collected as part of a promotion.] I like the color and the fit!,3 years ago
Idal,5,"[This review was collected as part of a promotion.] I love this jacket, the color is perfect, the material is flexible and durable. Great and perfect for my kind of job. Fast shipping too",3 years ago
BigElk,5,"[This review was collected as part of a promotion.] I bought this for my daughter. She has used it in both light and heavy rain, and it has kept her dry, and comfortable. I highly recommend this jacket.",3 years ago
Donna223,5,(This review was collected as part of a promotion.) Lightweight. Wind resistance. Water resistant. Great fit!,3 years ago
Wisconsin82,5,"[This review was collected as part of a promotion.] No apparent imperfections. Waiting to use it this summer, but have had other similar products in the past.",3 years ago
lamp,5,"[This review was collected as part of a promotion.] I recently purchased this product and tried it out today in a steady rain & wind. The jacket was wonderful, I stayed dry and warm! It is adjustable at the hood, sleeves and bottom of the jacket for added protection in the elements. They adjust easily and are user friendly. The color, Buttercup that I ordered is great for visibility in the rain and on those not so sunny days when you may be walking or hiking. The sizing runs as expected. I ordered a large so that if needed it can be worn over other layers underneath. It is very comfortable and breathable. I have had many other rain jackets that are not as functional. The jacket has a great look and style for a rain jacket. I would definitely recommend this to my friends!",4 years ago
Dee3119,5,[This review was collected as part of a promotion.] Fits perfectly. True to size. Waterproof just like the description says.,4 years ago
Outdoors247,5,"[This review was collected as part of a promotion.] I purchased this rain jacket for an upcoming trip to Alaska, but wore it on a hike today in the light rain. It is super comfortable and roomy enough to wear over my warmer jacket. It did it's job and kept me dry! Not super flattering, but very functional. I like the zippered pockets for carrying my phone and keys and the Velcro on the cuffs for tightening around my gloves.",4 years ago
Lynda347,5,"[This review was collected as part of a promotion.] I love this jacket. It has all the features needed to make it functional and comfortable: waterproof fabric, roomy hood, sturdy zipper and adjustable cuffs. The color is really nice as well.",4 years ago
elleh,5,[This review was collected as part of a promotion.] I recently purchased this jacket. I was a little hesitant after I bought it thinking it was going to be too short in the torso. I wanted a slightly longer rain jacket for more protection. I had tried on so many rain jackets at stores and none of them fit well. When I received my Women's Arcadia™ II Rain Jacket and tried it on I was so happy! It fit so well and the color is perfect! (bold orange) This jacket is fitted in the waist line so you don't feel like a big box and the length is perfect. Now I am able to enjoy walks or runs in the rain thanks to this jacket!,4 years ago
Troyshopper,5,"[This review was collected as part of a promotion.] I bought this to replace an older one, and I am happy to say that it is just as nice as the previous one. I never need an umbrella to stay dry if I am caught outside in the rain, and I never overheat, either! I love the ""waterfall"" color even better than the color of my older one. It is a great product!",4 years ago
Bunkey,5,[This review was collected as part of a promotion.] A real nice light weight and stylish rain coat,4 years ago
Mary1858,5,"[This review was collected as part of a promotion.] I recently purchased this rain jacket because I was fed up with the cheaper rain coats I had been wearing. I was apprehensive to pay for a rain coat, however I live in Florida and was in desperate need of a light-weight rain coat for unexpected showers. This coat exceeded my expectations. The rain literally rolls right off of the jacket. I compared my jacket to friends jackets with seemingly similar brands and this Columbia jacket was far better at repelling rain drops. One of my favorite aspects of this jacket is that it is light-weight. It rolls up quite nicely into a large purse and is perfectly compact for taking on trips. I am 5'1"" and ordered an XS, the sleeves are a little long however the velcro at the cuff is very nice. The pockets are nice and large. I love the length of the jacket- it is not too short or too long. It falls just past my waist, but does not look like the coat is swallowing me up. All in all, this is jacket is a good investment and I do not see myself ordering a new rain jacket for years to come. Thanks Columbia!",4 years ago
OutdoorJenn,5,[This review was collected as part of a promotion.] Nice flattering fit with coverage over the backside.,4 years ago
AnnRita,5,"[This review was collected as part of a promotion.] I have had an Arcadia II rain jacket a couple of years. I bought it because it is light weight, folds up into itself, fits nicely in a backpack, looks nice and is easy to clean. unfortunately left my first one in a hotel while on vacation. The first thing I did (after calling each hotel with no luck) was to order another jacket exactly like the ne I lost. It got here in time for my first spring hike! I love this jacket.",4 years ago
KatJo,5,"[This review was collected as part of a promotion.] I like how light the jacket it as I can easily put in in y hiking bag. It stands up to it’s name as it is 100% waterproof. It’s also mud proof! I took my dog for a mud run and the mud washed right off. Only downfall is needing to wear an occasional sweatshirt underneath (it’s been real cold in Minnesota recently). I do however, love this jacket!",4 years ago
CatherineinBC,5,(This review was collected as part of a promotion.) As we move from winter to spring this is the prefect jacket to take along the way. When Layered with a fleece it keeps you toasty warm and on its own it protects you from the wind. Love the size lots of room to move and layer if needed.,4 years ago
Eves,5,[This review was collected as part of a promotion.] I ordered this jacket in Red Lily. The color is a perfect burst on a rainy day. It's very light but is also able to keep you warm and dry. This product may not be for people who do not like velcro in front of their jackets though.,4 years ago
GeLL,5,(This review was collected as part of a promotion.) It fits me well. Really good for rainy season!,4 years ago
Bellotron3K,5,"[This review was collected as part of a promotion.] We just got days of heavy rains/storms this week and I finally got to use this jacket in the city as I ran errands while it was POURING rain. I must say, this jacket kept me 100% dry. These are comfortable and the function is 100% true to its description. Looking forward to taking this out on the trails.",4 years ago
Toad55429,5,"[This review was collected as part of a promotion.] I purchase the Red Lily colored Women's Arcadia™ II Rain Jacket. It is so beautiful! I am very pleased with the color. I am 5'5"" and 116lbs. I purchased a size medium because I have long monkey arms. The sleeve length is just right. There is enough room to wear layers, too. I also bought a children's version of this rain jacket for my daughter. This is how much, I love this rain jacket.",4 years ago
BriJ,5,[This review was collected as part of a promotion.] Love this jacket! Fits well and the pockets have zippers so I don’t have to worry about things falling out of them.,4 years ago
Bing27,5,"(This review was collected as part of a promotion.) Love the color! It serves it’s purpose when we recently went to Paris and the weather is unpredictable. It is packable, and good for the layering when it gets cold.",4 years ago
debbie56,5,[This review was collected as part of a promotion.] The Arcadia ll jacket is lightweight yet durable and I was pleased with my color choice. The style and fit exceeded my expectations. I cant wait to wear to wear it.,4 years ago
Lucho,5,"[This review was collected as part of a promotion.] Mi esposa no puede estar más feliz con esta extraordinaria prenda, funcional, de calidad y a la moda. Lo recomiendo 100%.",4 years ago
AnnaO,5,"[This review was collected as part of a promotion.] I really like it, the red color is very nice color , also if I am walking in the street during raining helps to be seen. It fits me very well.",4 years ago
Limbrelemon,5,"[This review was collected as part of a promotion.] This is a great jacket for Northern California weather and layering, and other similar climates. Ii am a student and I have to walk around campus tons, so in the winter months, I end up layering a lot. This jacket, which I think runs a little bit large In the way that all Columbia wear runs a little bit large, is the perfect outer piece for what I have come to think of as the NorCal winter uniform: comfy fitted base layer of either of a neutral color, cute, quality sweater, and then this jacket, because it blocks wind, is rain proof, but not bulky. I think it would be a similar essential for fall and spring in the northeast. It’s a great staple piece. I got the light purple, and I really love this color! I am buying a lot of Columbia pieces in this color because they go with most every color in my closet, and have the versatility of grey in wearing with any color boot.",4 years ago
Yarah,5,"[This review was collected as part of a promotion.] It is perfect! The velcro of the sleeves allows me to adjust it at my convenience when I need it closer to the hand or a little higher on the arm. The fact that I can close it to the top of the neck is excellent for when I'm in a hurry and without an umbrella. Besides that it can be packed in the left pocket, I can also put it in compression cubes inside my backpack while traveling. It dries in a matter of minutes and I can pack it quickly. I really like the Buttercup color. My preference is to wear bright colors in rainy weather, because it makes me more visible to drivers or other passersby. Size S is a bit long for me, but I have a short torso. However, it does not bother me, since it can be adjusted at the bottom edge so I can take it to the hip with tight clothes without problems. Finally it is very light so I can wear layers of clothing according to the weather without having to pack multiple coats.",4 years ago
KellyN,5,[This review was collected as part of a promotion.] Absolutely love this rain jacket!!! Wonderful material in and out - very comfortable/beautiful light purple color! No problem at all getting wet on rainy days !,4 years ago
rainingPDX,5,"[This review was collected as part of a promotion.] This will quickly become your go-to light jacket! It's very comfy and durable, yet light and the best of all - waterproof! We need it here in the Pacific NW.",4 years ago
Minndak,5,Great yellow color for spring!,4 years ago
TammyZ,5,[This review was collected as part of a promotion.] I love it! It fits well and looks nice! The mesh lining is wonderful in warm rain. The jacket packs up nice and small. I've been using it and plan on taking it with me on a trip to northern Spain in May. I am very pleased with my purchase!,4 years ago
Nan04,5,"[This review was collected as part of a promotion.] I bought this for my daughter and she loves the color. Jacket is very well made, but that’s always the case with Columbia jackets. Would definitely recommend.",4 years ago
Jzo11,5,[This review was collected as part of a promotion.] I bought this jacket for my girlfriend as a surprise because her only other raincoat was left at work and believed to have been taken by someone. So I bought this for her as a surprise and she was so happy. We live in southern California so we have not gotten much rain this season but when it does rain she loves it. It was a steal at this price too I did not think I was going to afford to buy her another one but it was very affordable. Great jacket!,4 years ago
Sburg,5,"[This review was collected as part of a promotion.] Love this jacket, wore it in the rain for a brisk walk and I stayed dry! Needed this as my other rain jacket (will not mention brand) just let the water through! would definitely recommend this rain jacket.",4 years ago
erdayca,5,[This review was collected as part of a promotion.] İt so amazing rain jacket! i love it,4 years ago
Gdoo,5,[This review was collected as part of a promotion.] This jacket is great in the wind or rain. Lightweight enough to not be bothersome. Will even fold/roll up for easy transport.,4 years ago
Goodgrief,5,"[This review was collected as part of a promotion.] Fits well and does a great job keeping the rain off of me, especially the extra bill of the hood.",4 years ago
TrailCabage,5,[This review was collected as part of a promotion.] Got my wife this to match the function of my Watertight II jacket . Excellent choice if i may say. Complete coverage from wind and rain and a great second layer weather its camp mornings or long drives. Good quality and great function ! true to size,4 years ago
Reneebuko,5,[This review was collected as part of a promotion.] I love the color (red) and the fact that it folds up for traveling. Very light.,4 years ago
Bert2020,5,[This review was collected as part of a promotion.] I haven’t had a chance to use this jacket yet but it’s exactly what I wanted. True to picture/ size. I got red and love the color.,4 years ago
Katie21philly,5,[This review was collected as part of a promotion.] I love the raincoat. I wanted it a little bit so that I can wear something underneath on colder days,4 years ago
Alyss777,5,[This review was collected as part of a promotion.] This jacket is lightweight and is true to size (with the exception of being able to layer of course). The jacket is easy to pack and waterproof which is awesome!,4 years ago
EricYip,5,"[This review was collected as part of a promotion.] The colour that i purchases is Twilight, Dusty Iris and this is fashionable and beautiful. The size is fit for me to dress up and omni-tech material which is water resistance. This is useful in summer season especially during rainy days.",4 years ago
Keesna,5,"[This review was collected as part of a promotion.] This is the second of this jacket I have bought. The colors are bright and lovely. It fits true to size. This is a perfect “over work clothes” or “rushing thru campus” jacket. It goes with all types of activities, work dressy or casual. Perfect spring or fall weight for the rain. Highly recommend!",4 years ago
AlliS,5,[This review was collected as part of a promotion.] I’ve been eyeing this one for a while and decided to get it. I love how lightweight it is but also how well it does at blocking the wind. Freezing rain rolled right off of it! I like how small it packs. I leave it in my glove box if rain is in the forecast to grab and go.,4 years ago
Victoria90,5,[This review was collected as part of a promotion.] This jacket fits true to size. You won’t go wrong with this rain coat. The material is made with great quality and it keeps the rain off of you so you stay dry.,4 years ago
AnitaLee,5,[This review was collected as part of a promotion.] I recently bought this jacket. I have only worn it twice but I really like it. The jacket fits perfect and I love the red color.,4 years ago
Kucho1982,5,This was a gift for my and she is in love with it. Greta quality and very comfortable. Fits perfect.,4 years ago
Luckydad,5,[This review was collected as part of a promotion.] Looks great too of course. Excellent product!,4 years ago
LaMartini,5,[This review was collected as part of a promotion.] I love this jacket. It fits so comfortably. Great deal.,4 years ago
KatTheRed,5,"[This review was collected as part of a promotion.] I was in the market for a new rain jacket and this one works perfect. Taped seams, accessible pockets and a perfect finish that water just beads on and falls right off. A super rain jacket at an affordable price!",4 years ago
Rainforestlover,5,"[This review was collected as part of a promotion.] This rain coat is well made, and does the job of keeping my wife dry, superbly! Recommended to anyone needing an excellent option for any torrential rain one might encounter, whether in the rainforest, or the suberbs.",4 years ago
josie345,5,"[This review was collected as part of a promotion.] This jacket has a great fit, and is extremely comfortable.",4 years ago
LynnHa,5,"[This review was collected as part of a promotion.] This is light weight, waterproof, and comfortable for hiking, walking, etc...",4 years ago
Princess7,5,"[This review was collected as part of a promotion.] I absolutely love this jacket! The quality is good, fits good & is everything it states about it, I find to be true ! I would definitely recommend this jacket!",4 years ago
Anonymous,5,[This review was collected as part of a promotion.] Good material and keep me warm,4 years ago
Tina337,5,[This review was collected as part of a promotion.] Love this coat! So glad I ordered it.,4 years ago
katherine1949,5,[This review was collected as part of a promotion.] I needed a quality rain jacket for an upcoming Alaskan cruise. I found this one for a great price and free shipping if I joined. I ordered it and it came immediately. I am very pleased with the quality and especially the price. MUCH cheaper than anywhere else I found. I am very pleased and will highly recommend this jacket.,4 years ago
SandraR,5,"I am petit in size, so the adjustable hood is great, it doesn't block my sight! Love that it is light weight",4 years ago
Practical,5,"[This review was collected as part of a promotion.] This is a great jacket! It is so cute on. I got the dark teal and it is beautiful! I am so pleased with this coat. I got it for a catamaran trip in Kauai and it was perfect! I also wore it on drizzling days and in the evenings. It is very fashionable and definitely kept me dry. There is a net lining that keeps the coat from sticking to you in humid climates. This is so much better than competitors rain jackets. I really can’t say enough about this jacket. Columbia, you definitely got it right!",4 years ago
aer928,5,[This review was collected as part of a promotion.] Needed something that offered a bit of warmth but protection from rain and wind for summer Alaskan cruise. Love the style being a bit longer in back. My arms are short so the velcro makes the sleeves tight at the wrist area. The hood has the front that covers glasses and sunglasses. I cannot be happier with the Arcadia rain jacket.,4 years ago
AKashley,5,"[This review was collected as part of a promotion.] The price of this jacket was too good to be true, but after wearing it in the elements I found that the jacket was just as great as the price! Easily adjusted for a good fit, waterproof, comfortable. For a waterproof jacket it’s very lightweight and easy to move around in. Usually my rain shells have a button at the bottom of the zipper cover flap thing (?) but this one has Velcro all the way down which is a convenience I didn’t even realize I wanted. The color was very close to the color on the computer, I even liked it better in person (“Dark Seas”) I would buy this jacket it again.",4 years ago
Kay57,5,[This review was collected as part of a promotion.] I love this raincoat. I have never had a Columbia coat before . But I love it. It is easy to pack when I go hiking or traveling around. I would definitely recommend this jacket. I love all the pockets . Great all around !,4 years ago
River66,5,[This review was collected as part of a promotion.] This is exactly what I had been looking for. I live in an area where it rains in warm climate. The jacket is light and rainproof.,4 years ago
segusem,5,[This review was collected as part of a promotion.] this product is very usefull and quality..,4 years ago
AEIOUYYY,5,"[This review was collected as part of a promotion.] This is comfortable and perfect for layering. I haven't been in a solid rain yet, but the light drops on me beaded up so I'm optimistic!",4 years ago
Marcia17,5,"[This review was collected as part of a promotion.] My rain jacket is very comfortable, the color is wonderful, I loved this jacket!!! I recommend to use for trail and camping in the spring and autumn!!!",4 years ago
Headdy,5,"[This review was collected as part of a promotion.] We get a lot of rainy, humid weather in the south and I love that this jacket is not too warm. Yet, it layers well on cooler days and keeps the wind out. I can't tell you how much I love this jacket and the color (dark seas) is beautiful! Goes well with almost everything. My only critique would be that the zipper pull is a little flimsy and you have to move the velcro flap out of the way to zip up = extra time if you're in a hurry. Otherwise, I will buy this jacket again when the time comes.",4 years ago
Snnddrrss,5,[This review was collected as part of a promotion.] I’m very pleased with my purchase. This jacket fits easily over a thick sweater. I no longer have to worry about grabbing my umbrella each time I step outside. Perfect in the Pacific Northwest!,4 years ago
Winnie62,5,[This review was collected as part of a promotion.] The delivery was very quick. The jacket is light and repels wind Very comfortable Would recommend,4 years ago
ORmama1010,5,"[This review was collected as part of a promotion.] This lovely jacket has the Columbia quality I have come to know, love and trust over decades. Beautiful. ~K",4 years ago
Kimi86,5,[This review was collected as part of a promotion.] The coat works very well in the rain. I ordered an extra large thinking I could put a sweater underneath. Well the jacket is true to its size. I could wear a very thin sweater underneath the coat and that’s about it. That is the only thing I have to say negative about the coat. Well it’s not even a negative thing. The coat is true the the size. I would recommend the coat to friends and family.,4 years ago
Triptaker,5,[This review was collected as part of a promotion.] This jacket is light weight. I ordered an extra large so that I can wear a sweater or sweatshirt underneath. I wore it out in a heavy rain storm and remained dry. I have recommended this jacket.,4 years ago
Thriftyshopper58,5,"[This review was collected as part of a promotion.] Bought this before a trip to FL in January. I loved the jacket it was a fun color for Florida and I used it a lot in the month of January down there. It was light weight but kept the wind and rain out. The mesh inside did stick to a few of my clothes sometimes and I wasn't crazy about the velcro strips over the zipper part, but overall it was a nice little jacket and was a must have on my trip.",4 years ago
Erocks,5,"[This review was collected as part of a promotion.] I bought this jacket for a windbreaker / semi-raincoat. It's even better in person it cinches in just a little bit in the waist and gives a shape to it, so it's not boxy at all.",4 years ago
Shells52,5,"[This review was collected as part of a promotion.] I ordered this jacket in red in medium. I’m 5’5” 140 pounds, and it fits perfectly. Lightweight, comfy, and will be perfect for late winter and spring.",4 years ago
Maryann001,5,"[This review was collected as part of a promotion.] I absolutely love this little rain jacket! In South Carolina it tends to rain quite a bit in the winter, so it's been perfect for just that. It also can be super compact for traveling purposes, which I like. For anyone who needs a durable, reliable rain jacket, I 10/10 recommend this one! Keep in mind though, it's not super warm (so wear layers under it if you're cold), but it certainly keeps you dry!",4 years ago
Jeff2020,5,[This review was collected as part of a promotion.] I bought this for my daughter that is going to school in Hilo Hawaii. The rainy season there is the real deal. She loves the jacket and it looks great on her. She told me it works perfect for the warm down pours and keeps her dry. Columbia is a great company,4 years ago
KrisAH,5,[This review was collected as part of a promotion.] Perfect light weight rain jacket. True to size with enough room to layer a sweater underneath if needed. Won’t weigh you down or make you sweat on a hike. Tucks into its own pocket for easy compact storage.,4 years ago
CaptMermaid,5,"[This review was collected as part of a promotion.] I am a boat captain and this is the 4th one of these I have bought! I have one of both of my boats and got rain jackets for mom & dad. It’s functional, fashionable and comfortable.",4 years ago
JackieFromNC,5,"[This review was collected as part of a promotion.] I got this raincoat in the raw honey color, size small. I’m 5’4”, 120lbs. Fits perfectly- I can wear it over a sweatshirt and it’s lightweight enough that I can fold it up and tuck it in my purse if I need to.",4 years ago
KC45,5,"[This review was collected as part of a promotion.] Love this jacket! Always stay totally dry. Omni Tech fabric is great!! Recommended this jacket to two friends, they have been impressed that I have stayed dry while they are wet. They have ordered jackets too.",4 years ago
bet10,5,"(This review was collected as part of a promotion.) This is my 3rd windbreaker, it does exactly what it’s made for. Light, keeps the wind and water off. Highly recommend!",4 years ago
JodiLA,5,"This coat is a must have if you need to go outdoors even in the rain. I got them all x-large because I often hike with my SLR camera and I need to be able to put the camera under the coat. Binoculars as well. I am a guide in Hawaii, at the 4000 elevation it can be chilly, this jacket is perfect for hiking. Most of my other raincoats trap moisture in them so I end of up wet inside the jacket from humidity, not this jacket. Super breathable. I have also been caught in torrential rainstorms and it didn't leak. If I know I am going to be out all day and it's going to rain I'll bring a couple so I can change them out. Sometimes one of my customers forgets a windbreaker so I loan them one of these and they usually tell me how much they loved it and they want one too. It is also super soft and not hard and scratchy. I don't even touch my other raincoats anymore, I only use this one (I may need more colors). The pockets are extra roomy on these which is great as well.",4 years ago
HikerHeather,5,[This review was collected as part of a promotion.] This is a great jacket for wearing by itself in the rain or wearing over other jacket in winter. I bought this for both uses. Keep it with me when I am hiking with chance of rain. Also wear it over other jacket as an outer layer when skiing or hiking in winter. Also bought the insulated pants that match perfectly and are great when playing snow sports. Very windproof and the hood keeps me very dry and warm. Bought one and my friend liked it so well that I bought one for her too. She used it while hiking in Yosemite and loved it!,4 years ago
lolosha,5,"[This review was collected as part of a promotion.] Excellent waterproof jacket with the perfect hood that keeps the rain out. I love the color (dark seas) too. The little extra lengths is great. I wear a size 8/10 and got the large, and have room for a layer underneath, which is definitely needed in cooler weather. Would highly recommend for a functional rain jacket.",4 years ago
Abbyjk95,5,[This review was collected as part of a promotion.] Just repurchased after 7 wonderful years with my first one. It saw lots of wear and tear through college and lots of traveling and hikes upon hikes. I got a large so I could wear it on top of layers and it’s perfect. Very breathable in warmer weather and overall very waterproof. The hood has a piece that juts out to keep rain off your face which is probably my favorite feature.,4 years ago
Gabylakatos,5,[This review was collected as part of a promotion.] I ABSOLUTELY love it! It’s easy to wear. It keeps you dry even in heavy rain and the best part of it is that it has a pocket where you can pack the coat!!!!,4 years ago
JHPL,5,"[This review was collected as part of a promotion.] I was gifted this jacket and I am so impressed with the quality. It fits well. It is made very well. Most importantly, it is truly waterproof! My family and I were outside tonight in pouring nonstop rain, and this jacket kept me perfectly dry! The rain just slid right off and when I got home and noticed a few drops still on it, I shook the jacket and they came right off! Meanwhile my sons’ winter jackets had soaked up all the rain and they were drenched. I’ve never been this impressed with a jacket. I’m planning on buying this for my husband and sons as well now. I would even buy more for myself in different colors! I love it!",4 years ago
Coastalrunner,5,[This review was collected as part of a promotion.] I’ve tried several brands of “waterproof” rain jackets and none have been as effective as this Arcadia II! Love the Velcro over the zipper to provide a solid sealed closure. Lightweight and hip length. Would love to see a shorter length running jacket with the same “Omni” waterproof technology!,4 years ago
Trish72286PNW,5,[This review was collected as part of a promotion.] I recently moved to the coastal area where it’s wet and windy but not very cold. I needed something to keep me from getting drenched while keeping cool. I just love this rain jacket. Perfect for my out door runs and hikes in the rainy season. The price Is reasonable as well. Worth every penny.,4 years ago
Meagan1109,5,[This review was collected as part of a promotion.] This jacket allows rain to just roll right off you shoulders and keeps you warm and dry! It’s cute pastel colors make it great for my teenage daughter. Great product and size true to size,4 years ago
Anonymous,5,[This review was collected as part of a promotion.] This coat is perfect. I love it and the color. Plus it was on sale - win -win for me.,4 years ago
Brandismeak1,5,"[This review was collected as part of a promotion.] I have several jackets from Columbia. I started purchasing 2 years ago and have a great variety of wind breakers, winter coats and everything in between. Great products! They run true to size and are very comfortable. I wouldn’t purchase from another brand since purchasing from Columbia! Happy shopping!",4 years ago
Joseph22,5,(This review was collected as part of a promotion.) I bought this jacket for my wife and she told me she really like it. Color and the design and the size fit to her.. And I would buy this product again this coming Christmas because it worth for my money,4 years ago
Suze777,5,[This review was collected as part of a promotion.] This is just what I needed for a lightweight waterproof jacket. The mesh lining keeps your skin feeling cool and dry. Very comfortable. I bought a larger size in case layers were needed. The cut of the jacket hangs just right to keep your legs dry. So many compliments on the great color!,4 years ago
O88li,5,"[This review was collected as part of a promotion.] Every day use + good for hiking. No sweating, good for fall weather. Waterproof 100%. LOve it!",4 years ago
KitKatMoriarty,5,"I live in Portland, Oregon and walk to work daily. First day I wore this jacket it was POURING rain the entire time, and all the water was completely repelled! Very pleased with this product. It is reasonably priced and comes in such fun colors!",4 years ago
Ramo,5,"[This review was collected as part of a promotion.] I was hesitant at first but after I wore the jacket on a rainy day, I was very pleased with it. I love the color and the quality is excellent. I recommend this jacket.",4 years ago
MikeC09,5,[This review was collected as part of a promotion.] This has kept my wife dry and even warm. It has enough room to wear layers underneath. It also is very lightweight and wont be too hot in the summer rains.,4 years ago
Linda999,5,[This review was collected as part of a promotion.] I purchased this jacket two or three years ago. I love the way it fits and the way it functions in terms of keeping rain off. I also love the fact that you can roll it up and stuff it in a backpack and it comes out looking fine. We are headed to the Amazon for a river cruise so I had to get a light colored jacket. This is the only one that I would’ve considered taking. I got the second one in Lilac the first was in dark purple but because mosquitos are attracted to dark colors I need a lighter color. This should do perfectly.,4 years ago
jjld91997,5,[This review was collected as part of a promotion.] If planning on layering clothes underneath I suggest sizing up! Lightweight and true to size.,4 years ago
jayceegees,5,[This review was collected as part of a promotion.] This jacket was the perfect addition for our trip to Iceland. We had heavy winds and rain but I remained warm and dry. I layered it with a Columbia fleece jacket and it was the perfect combo. Also it is thin enough that I could fold it compactly into a spare small pouch and toss it in my bookbag on non-rainy days. I'll be buying the men's version for one for my husband.,4 years ago
LouLeb,5,"(This review was collected as part of a promotion.) Ordered this jacket for upcoming fall Japan vacation Loved it,lightweight,rainproof,,fits very well,pockets, Space saver in our luggage.happy customer",4 years ago
DROlson,5,"[This review was collected as part of a promotion.] This jacket breathes, which is a big deal. It doesn't stick to you, or feel clammy and hot. And it's definitely waterproof. I sized up so I can layer under it, and it works well.",4 years ago
Jen2828,5,[This review was collected as part of a promotion.] I've used this jacket often and it holds up great!,4 years ago
Paola0308,5,"[This review was collected as part of a promotion.] Very good and nice jacket, the color and everying!",4 years ago
Mimsipod,5,"(This review was collected as part of a promotion.) I bought this jacket and tested it out in everything from drizzle to pouring rain. I wish I could give it 6 stars. It keeps me dry and itself dries quickly after it has been wet. Lightweight, wind resistant, I do not sweat in it, folds into a small space for packing, and it worked well with the Storm Surge Pant I bought from Columbia.",4 years ago
Peanutsmom,5,"[This review was collected as part of a promotion.] I love this jacket. It's lightweight, breathable and most importantly waterproof. Love the color(Columbia Navy). Pockets are deep and closeable (if that's a word). I ordered a medium first time because that's my usual size but had to return for a large.",4 years ago
Martha77,5,"(This review was collected as part of a promotion.) I love this jacket! It's true to size, light, packable, functional and comfortable. I definitely recommend this jacket.",4 years ago
KathyJax,5,"[This review was collected as part of a promotion.] I received my jacket right before the days of rain that Hurricane Dorian brought to FL. The jacket is the perfect lightweight FL rain jacket. It keeps you super dry, but doesn't make you sweat to death while wearing it in 80+ degree heat.",4 years ago
PattyV1,5,[This review was collected as part of a promotion.] Love it just what I want it fits perfect,4 years ago
IveJ,5,[This review was collected as part of a promotion.] Used it for Hurricane Dorian's rains in South Florida and it really kept me dry while walking my Siberian Husky.,4 years ago
Jinjin999,5,"[This review was collected as part of a promotion.] Nice color, I love it",4 years ago
NatureKim,5,(This review was collected as part of a promotion.) Purchased this jacket for a lightweight rain jacket to pack for a trip to Hawaii. The jacket is very light and will fold down to a small package in my luggage. It is very comfortable as well as being wind and rain repellant!,4 years ago
xrayer,5,[This review was collected as part of a promotion.] I love that I can fold this up and put it in my suitcase and it doesn't take up a lot of room. I travel a lot and can always have this on me. It is lightweight. Great colors also. A quality product for a great price.,4 years ago
LeahK,5,"[This review was collected as part of a promotion.] Sleeves are nice and long, fit is feminine without being too tight. I really like it.",4 years ago
